,avg_latency,avg_jitter,avg_energy,migrations_count,success_rate
threshold,0.0,0.0,0.2024942985691011,0.0,0.0
q_learning,10.236167168573422,0.9863054484505194,0.7651902950878161,327.0,0.9602446483180428
hybrid,16.447830877376283,3.6839049154082577,0.5718405792717456,269.0,1.0
