time,model,latency,jitter,energy_consumption,migration_performed,migration_success,migration_mode,cpu_utilization,ram_utilization,overloaded_nodes,predicted_overloads,migrations,cumulative_energy,smooth_latency,smooth_jitter,smooth_energy
0,threshold,99.87300380071177,94.84543714791906,0.16166418592417714,True,True,reactive,0.7927205583042342,0.6341764466433873,3,0,1,0.16166418592417714,99.87300380071177,94.84543714791906,0.16166418592417714
1,threshold,20.0,79.87300380071177,0.04995067535335551,True,False,reactive,0.8088168906319579,0.6470535125055664,3,0,1,0.21161486127753265,59.936501900355886,87.3592204743154,0.10580743063876633
2,threshold,103.10992206995549,83.10992206995549,0.18678906216691357,True,True,reactive,0.786256095055152,0.6290048760441217,3,0,2,0.3984039234444462,74.32764195688908,85.9427876728621,0.1328013078148154
3,threshold,95.31101444562739,7.798907624328095,0.12768319669743308,True,True,reactive,0.8067930706740822,0.6454344565392658,3,0,3,0.5260871201418793,79.57348507907366,66.4068176607286,0.13152178003546983
4,threshold,93.41919450536925,1.891819940258145,0.11401084035676659,True,True,reactive,0.8109828573215029,0.6487862858572023,3,0,4,0.6400979604986459,82.34262696433278,53.50381811663451,0.12801959209972918
5,threshold,92.61067137855434,0.8085231268149045,0.10713290957756905,True,True,reactive,0.7918531158881005,0.6334824927104804,3,0,5,0.7472308700762149,80.8901604799013,34.696435312413676,0.11711333683040756
6,threshold,90.29446414656458,2.3162072319897646,0.0904643165328821,True,True,reactive,0.8071700789468429,0.6457360631574743,4,0,6,0.837695186609097,94.94905330921421,19.18507599866928,0.1252160650663129
7,threshold,100.79361640798484,10.499152261420264,0.16974070430152816,True,True,reactive,0.7925517028556907,0.6340413622845525,3,0,7,1.0074358909106251,94.48579217682008,4.662922036962234,0.12180639349323578
8,threshold,92.39957227912852,8.394044128856322,0.1067926353913922,True,True,reactive,0.8056934515162328,0.6445547612129863,4,0,8,1.1142285263020173,93.9035037435203,4.78194933786788,0.11762828123202762
9,threshold,92.35875845298634,0.040813826142183984,0.10570878258072787,True,True,reactive,0.8062652470451155,0.6450121976360924,4,0,9,1.2199373088827452,93.69141653304372,4.411748115044688,0.11596786967681987
10,threshold,90.98549318366597,1.3732652693203704,0.0958983370491102,True,True,reactive,0.8162044815718476,0.6529635852574781,4,0,10,1.3158356459318554,93.36638089406605,4.524696543545781,0.1137209551711281
11,threshold,101.1615542396399,10.176061055973932,0.173071150177658,True,True,reactive,0.8277204778073727,0.6621763822458981,4,0,11,1.4889067961095135,95.5397989126811,6.096667308342615,0.13024232190008328
12,threshold,100.71025011090984,0.4513041287300581,0.1692176981461228,True,True,reactive,0.8127327256061303,0.6501861804849043,3,0,12,1.6581244942556363,95.52312565326612,4.087097681804574,0.13013772066900223
13,threshold,90.80757046005941,9.90267965085043,0.0943459136461555,True,True,reactive,0.796811147289536,0.6374489178316288,3,0,13,1.7524704079017919,95.20472528945228,4.388824786203395,0.12764837631995488
14,threshold,90.32570072907497,0.4818697309844424,0.0904234117615732,True,True,reactive,0.8132346912810462,0.650587753024837,3,0,14,1.842893819663365,94.79811374467002,4.4770359671718465,0.12459130215612393
15,threshold,4.078100694348999,86.24760003472596,0.014077424991461269,False,False,reactive,0.8109159385930649,0.6487327508744519,3,0,14,1.8569712446548263,77.41663524680662,21.451902920252966,0.10822711974459416
16,threshold,5.064646701740059,0.9865460073910599,0.013331589915589283,False,False,reactive,0.8089791325530463,0.6471833060424371,3,0,14,1.8703028345704156,58.19725373922665,19.61399991053639,0.07627920769218041
17,threshold,5.267052228005188,0.20240552626512898,0.013870663700884918,False,False,reactive,0.7989193068724229,0.6391354454979383,3,0,14,1.8841734982713005,39.10861416264572,19.564220190043407,0.04520980080313283
18,threshold,104.8163985640292,99.54934633602402,0.19972600963440887,True,True,reactive,0.8004422070676699,0.6403537656541359,3,0,15,2.083899507905709,41.91037978343968,37.49355352707812,0.06628582000078351
19,threshold,103.21371104118866,1.6026875228405402,0.18794037546718453,True,True,reactive,0.804863197617838,0.6438905580942704,3,0,16,2.271839883372894,44.48798184586242,37.71771708544934,0.08578921274190578
20,threshold,101.68033852153866,1.5333725196500012,0.17525189438537683,True,True,reactive,0.7791179435122296,0.6232943548097838,3,0,17,2.4470917777582706,64.00842941130036,20.77487158243415,0.11802410662068889
21,threshold,5.254154931455374,96.42618359008328,0.01265636074835022,False,False,reactive,0.783288431706672,0.6266307453653376,3,0,17,2.4597481385066207,64.0463310572434,39.862799098972594,0.11788906078724108
22,threshold,101.39387836043966,96.13972342898428,0.1732248993929912,True,True,reactive,0.7964786238145037,0.6371828990516031,3,0,18,2.6329730378996117,83.27169628373031,59.05026267951642,0.14975990792566235
23,threshold,98.39980383293192,2.9940745275077347,0.15090498285111006,True,True,reactive,0.7640472106916235,0.6112377685532988,2,0,19,2.7838780207507217,81.98837733751085,39.739208317813166,0.13999570256900257
24,threshold,99.1113209604633,0.7115171275313799,0.15646330314935147,True,True,reactive,0.7921632517423873,0.6337306013939099,3,0,20,2.940341323900073,81.16789932136578,39.56097423875134,0.13370028810543597
25,threshold,97.22124504005106,1.8900759204122437,0.14202784721607406,True,True,reactive,0.780112818261075,0.62409025460886,3,0,21,3.082369171116147,80.27608062506826,39.63231491890379,0.1270554786715754
26,threshold,93.15373020224996,4.067514837801099,0.11114897522234739,True,True,reactive,0.7686448968240795,0.6149159174592637,2,0,22,3.1935181463384943,97.85599567922718,21.160581168447347,0.14675400156637483
