time,model,latency,jitter,energy_consumption,migration_performed,migration_success,migration_mode,cpu_utilization,ram_utilization,overloaded_nodes,predicted_overloads,migrations,cumulative_energy,smooth_latency,smooth_jitter,smooth_energy
0,hybrid,3.0,0.0,0.007070581803206357,False,False,,0.5302936352404768,0.42423490819238147,0,0,0,0.007070581803206357,3.0,0.0,0.007070581803206357
1,hybrid,3.0,0.0,0.00703884637135355,False,False,,0.5279134778515162,0.422330782281213,0,0,0,0.014109428174559907,3.0,0.0,0.007054714087279953
2,hybrid,3.0,0.0,0.00709035900314711,False,False,,0.5317769252360333,0.4254215401888266,0,0,0,0.021199787177707017,3.0,0.0,0.007066595725902339
3,hybrid,3.0,0.0,0.006989584802656476,False,False,,0.5242188601992357,0.41937508815938856,0,0,0,0.028189371980363493,3.0,0.0,0.007047342995090873
4,hybrid,3.0,0.0,0.007076514320302864,False,False,,0.5307385740227148,0.4245908592181719,0,0,0,0.035265886300666356,3.0,0.0,0.007053177260133272
5,hybrid,3.0,0.0,0.007067230555225603,False,False,,0.5300422916419203,0.4240338333135363,0,0,0,0.04233311685589196,3.0,0.0,0.007052507010537121
6,hybrid,3.0,0.0,0.007381561708689495,False,False,,0.5536171281517122,0.4428937025213697,0,0,0,0.049714678564581456,3.0,0.0,0.00712105007800431
7,hybrid,3.0,0.0,0.007042345812261375,False,False,,0.5281759359196031,0.4225407487356825,0,0,0,0.05675702437684283,3.0,0.0,0.0071114474398271624
8,hybrid,3.0,0.0,0.007096622351049913,False,False,,0.5322466763287435,0.42579734106299477,0,0,0,0.06385364672789275,3.0,0.0,0.00713285494950585
9,hybrid,3.0,0.0,0.007223789060271829,False,False,,0.5417841795203872,0.43342734361630975,0,0,0,0.07107743578816457,3.0,0.0,0.007162309897499643
10,hybrid,3.0,0.0,0.007223478665781447,False,False,,0.5417608999336085,0.43340871994688684,0,0,0,0.07830091445394602,3.0,0.0,0.007193559519610812
11,hybrid,3.0,0.0,0.0072592963930542855,False,False,,0.5444472294790714,0.43555778358325714,0,0,0,0.0855602108470003,3.0,0.0,0.007169106456483769
12,hybrid,3.0,0.0,0.007210335127734669,False,False,,0.5407751345801002,0.43262010766408016,0,0,0,0.09277054597473497,3.0,0.0,0.007202704319578429
13,hybrid,3.0,0.0,0.0071977274514136175,False,False,,0.5398295588560214,0.4318636470848171,0,0,0,0.09996827342614859,3.0,0.0,0.007222925339651169
14,hybrid,3.0,0.0,0.007073697979640836,False,False,,0.5305273484730627,0.42442187877845017,0,0,0,0.10704197140578942,3.0,0.0,0.007192907123524971
15,hybrid,3.0,0.0,0.0072695013220666635,False,False,,0.5452125991549998,0.4361700793239998,0,0,0,0.11431147272785608,3.0,0.0,0.007202111654782015
16,hybrid,3.0,0.0,0.007037660370794313,False,False,,0.5278245278095735,0.4222596222476588,0,1,0,0.12134913309865039,3.0,0.0,0.007157784450330019
17,hybrid,3.0,0.0,0.007207414578752115,False,False,,0.5405560934064086,0.43244487472512694,0,0,0,0.12855654767740252,3.0,0.0,0.007157200340533509
18,hybrid,3.0,0.0,0.0071991897458630015,False,False,,0.5399392309397251,0.4319513847517801,0,0,0,0.13575573742326552,3.0,0.0,0.007157492799423386
19,hybrid,3.0,0.0,0.006983760301982678,False,False,,0.5237820226487009,0.4190256181189607,0,0,0,0.1427394977252482,3.0,0.0,0.007139505263891755
20,hybrid,3.0,0.0,0.007060443756071092,False,False,,0.5295332817053319,0.42362662536426554,0,0,0,0.14979994148131928,3.0,0.0,0.00709769375069264
21,hybrid,3.0,0.0,0.006917498128169657,False,False,,0.5188123596127243,0.4150498876901795,0,0,0,0.15671743960948895,3.0,0.0,0.0070736613021677094
