time,overloaded_nodes,predicted_overloads,migrations,cpu_utilization,ram_utilization,latency,jitter,energy_consumption,reactive_migrations,proactive_migrations
0,0,0,0,0.3355045569513271,0.2702081494154025,10.920800252745039,0,601.3027341707963,0,0
1,0,0,0,0.37551865081719304,0.3005186508171931,11.209281924188627,0.14424083572179391,625.3111904903159,0,0
2,0,0,0,0.367727234343711,0.29476748597871677,11.194977897089187,0.13274857630885606,620.6363406062266,0,0
3,0,0,0,0.35365671230276985,0.29372185188229216,11.055433726755334,0.11722512429615163,612.1940273816618,0,0
4,0,0,0,0.368361286013168,0.293361286013168,11.217764381477759,0.11575798675322892,621.0167716079009,0,0
5,0,0,0,0.3875057328877607,0.32909622397477234,11.316083920642685,0.1285523624700007,632.5034397326564,0,0
6,0,0,0,0.40291110767898247,0.32791110767898246,11.395310075601905,0.14625528232349502,641.7466646073894,0,0
7,0,0,0,0.349444224851927,0.2990852122119012,11.036706148150515,0.14556934649785344,609.6665349111562,0,0
8,0,0,0,0.3781844567987717,0.30318445679877176,11.202726066897913,0.13767000248128825,626.910674079263,0,0
9,0,0,0,0.41077128357211395,0.35961784481306247,11.462058192850613,0.15691868964008,646.4627701432684,0,0
10,0,0,0,0.3924762735448291,0.3382213147237919,11.319619931083441,0.1287620637070673,635.4857641268975,0,0
11,0,0,0,0.3623491376024671,0.28963456460727016,11.101040312956993,0.13535395325579327,617.4094825614802,0,0
12,0,0,0,0.4067404291266308,0.33423892865378035,11.497529246334599,0.1562992090417511,644.0442574759784,0,0
13,0,0,0,0.4261618205463581,0.3783690751268839,11.571078438499097,0.16498101351978794,655.6970923278149,0,0
14,0,0,0,0.3858999694760922,0.3483999694760922,11.272744510538292,0.16264889308728148,631.5399816856553,0,0
15,0,0,0,0.38441178002591336,0.3316040522425468,11.350911721986002,0.16295409877578695,630.647068015548,0,0
16,0,0,0,0.40418132939907814,0.36668132939907816,11.43077084829687,0.16490731975841982,642.5087976394469,0,0
17,0,0,0,0.4194192752482977,0.36421377523437826,11.519654567966334,0.14278039721464664,651.6515651489785,0,0
18,0,0,0,0.40728630519516923,0.35508709396025545,11.445744860078571,0.13204011125173823,644.3717831171016,0,0
19,0,0,0,0.41209481641616785,0.34385443465012044,11.490602618109584,0.13371115615265936,647.2568898497007,0,0
20,0,0,0,0.41910231249405333,0.3658257227731248,11.554831732271404,0.1381232908317708,651.461387496432,0,0
21,0,0,0,0.46081786118198487,0.4055679199927256,11.792795255918161,0.13241574324285452,676.4907167091909,0,0
22,0,0,0,0.411160744257032,0.3442461775896766,11.507435310448091,0.13248545256462996,646.6964465542192,0,0
23,0,0,0,0.412767763939054,0.3803982842943282,11.500626044504987,0.13003156692046738,647.6606583634325,0,0
24,0,0,0,0.44236446760393927,0.4060841247659419,11.691405457954199,0.12155478364651877,665.4186805623635,0,0
25,0,0,0,0.40756822115609415,0.3612996172625469,11.42823446079835,0.11210565651019647,644.5409326936565,0,0
26,0,0,0,0.42826581836545846,0.36972200117316556,11.558147845474087,0.1064979423128034,656.9594910192751,0,0
27,0,0,0,0.37782962226856487,0.3403296222685649,11.1804062575801,0.1539071021822634,626.697773361139,0,0
28,0,0,0,0.39225276439367684,0.35239471296821934,11.374829979856727,0.15850100599014227,635.3516586362061,0,0
29,0,0,0,0.38475301670409556,0.3355890556823306,11.290089522550932,0.17156922053619936,630.8518100224574,0,0
30,0,0,0,0.4261677977669757,0.39573537926582764,11.579891837624377,0.17270807969391586,655.7006786601854,0,0
31,0,0,0,0.3900648500519402,0.3275943384117097,11.31277001669628,0.1467428545915228,634.038910031164,0,0
32,0,0,0,0.4005491412794187,0.3630491412794187,11.429875524573603,0.14514056634679537,640.3294847676511,0,0
33,0,0,0,0.4248992607906536,0.38150489918852337,11.592880350224009,0.1518205766997386,654.9395564743921,0,0
34,0,0,0,0.4323584810937543,0.3975675727983301,11.6198499809161,0.14130661423089066,659.4150886562526,0,0
35,0,0,0,0.41458899663204757,0.3732878732394206,11.452330718410291,0.14134719665952483,648.7533979792286,0,0
36,0,0,0,0.43898731206997976,0.3857582570486367,11.675038997184723,0.15489257011086485,663.3923872419879,0,0
37,0,0,0,0.38509796559093135,0.33082030693161213,11.310025126792045,0.1359936472724097,631.0587793545587,0,0
38,0,0,0,0.383679925537039,0.34516059411933403,11.314338146744442,0.14106555902756113,630.2079553222234,0,0
39,0,0,0,0.424127335701183,0.3712501819955364,11.55916629318541,0.13189085251696525,654.4764014207099,0,0
40,0,0,0,0.41234537230938884,0.35185347829620195,11.461759520907295,0.12806308756126575,647.4072233856333,0,0
41,0,0,0,0.3821168644486006,0.3071168644486006,11.23203808693198,0.13989533323991002,629.2701186691604,0,0
42,0,0,0,0.3798602360135816,0.31679698148421365,11.275292119055521,0.15099317894182077,627.9161416081489,0,0
43,0,0,0,0.3647329876112094,0.2897329876112094,11.086890249578936,0.1769417731073046,618.8397925667257,0,0
44,0,0,0,0.3490707150650672,0.3080305611636897,11.053238013142982,0.187452656849854,609.4424290390403,0,0
45,0,0,0,0.4015906675045949,0.32861025315042336,11.437194708914756,0.18661500365956663,640.9544005027569,0,0
46,0,0,0,0.3561830910666981,0.2917724338005999,11.111824861880704,0.16028239054635673,613.7098546400189,0,0
47,0,0,0,0.3327467421012671,0.27382211912487997,10.973707426187058,0.18474753719179185,599.6480452607602,0,0
48,0,0,0,0.3735520508773368,0.29855205087733677,11.177360415638116,0.1845878211606974,624.1312305264021,0,0
49,0,0,0,0.3075741047325939,0.23257410473259388,10.73977775978788,0.20415074356702834,584.5444628395563,0,0
50,0,0,0,0.3551199294285196,0.28779843828354157,11.078339177257867,0.17713817098729376,613.0719576571117,0,0
51,0,0,0,0.34349817842349784,0.2684981784234978,10.934659859375163,0.18019215963689164,606.0989070540988,0,0
52,0,0,0,0.3560617996065998,0.2810617996065997,11.098701494052907,0.16917332440162022,613.63707976396,0,0
53,0,0,0,0.31319804738137313,0.23819804738137312,10.697463027052773,0.20220840171562865,587.9188284288239,0,0
54,0,0,0,0.3420252591984089,0.2670252591984089,11.041199604078491,0.20210362895996847,605.2151555190453,0,0
55,0,0,0,0.3211309497025836,0.24613094970258365,10.751821328811076,0.1648397693484438,592.6785698215501,0,0
56,0,0,0,0.33550359648739125,0.2631424403224483,10.967091056819761,0.1570881083195547,601.3021578924347,0,0
