scenario,model,metric,value
limited_resources,threshold,max_jitter,0.7108355707739847
limited_resources,qlearning,avg_migrations,0.032
limited_resources,qlearning,total_migrations,32
limited_resources,qlearning,avg_latency,11.90906908388708
limited_resources,qlearning,avg_jitter,0.2985023549070503
limited_resources,qlearning,avg_cpu,0.6920934041545034
limited_resources,qlearning,avg_ram,0.7051136806920208
limited_resources,qlearning,avg_energy,815.256042492702
limited_resources,qlearning,max_latency,15.4196168368394
limited_resources,qlearning,max_jitter,0.7302983105665684
limited_resources,hybrid,avg_migrations,0.037
limited_resources,hybrid,total_migrations,37
limited_resources,hybrid,avg_latency,11.819508291411106
limited_resources,hybrid,avg_jitter,0.29777145191618093
limited_resources,hybrid,avg_cpu,0.6920934041545034
limited_resources,hybrid,avg_ram,0.7051136806920208
limited_resources,hybrid,avg_energy,815.256042492702
limited_resources,hybrid,max_latency,15.4196168368394
limited_resources,hybrid,max_jitter,0.5570902877644552
limited_resources,hybrid,reactive_migrations,0
limited_resources,hybrid,proactive_migrations,37
limited_resources,threshold,avg_migrations,0.016
limited_resources,threshold,total_migrations,16
limited_resources,threshold,avg_latency,12.15417125911585
limited_resources,threshold,avg_jitter,0.30847922483256557
limited_resources,threshold,avg_cpu,0.6934095897692409
limited_resources,threshold,avg_ram,0.7061748280707291
limited_resources,threshold,avg_energy,816.0457538615444
limited_resources,threshold,max_latency,15.48379703650059
limited_resources,threshold,max_jitter,0.7753549276783696
limited_resources,qlearning,avg_migrations,0.029
limited_resources,qlearning,total_migrations,29
limited_resources,qlearning,avg_latency,11.658677146918642
limited_resources,qlearning,avg_jitter,0.2936421235192097
limited_resources,qlearning,avg_cpu,0.6934095897692409
limited_resources,qlearning,avg_ram,0.7061748280707291
limited_resources,qlearning,avg_energy,816.0457538615444
limited_resources,qlearning,max_latency,15.414279775712709
limited_resources,qlearning,max_jitter,0.7484980157045584
limited_resources,hybrid,avg_migrations,0.025
limited_resources,hybrid,total_migrations,25
limited_resources,hybrid,avg_latency,12.004786761929468
limited_resources,hybrid,avg_jitter,0.3024020510223871
limited_resources,hybrid,avg_cpu,0.6934095897692409
limited_resources,hybrid,avg_ram,0.7061748280707291
limited_resources,hybrid,avg_energy,816.0457538615444
limited_resources,hybrid,max_latency,15.414279775712709
limited_resources,hybrid,max_jitter,0.7287339186625602
limited_resources,hybrid,reactive_migrations,0
limited_resources,hybrid,proactive_migrations,25
limited_resources,threshold,avg_migrations,0.018
limited_resources,threshold,total_migrations,18
limited_resources,threshold,avg_latency,11.845028392222092
limited_resources,threshold,avg_jitter,0.3058059341947052
limited_resources,threshold,avg_cpu,0.6924678283386986
limited_resources,threshold,avg_ram,0.7054356248017165
limited_resources,threshold,avg_energy,815.4806970032191
limited_resources,threshold,max_latency,15.646368747387237
limited_resources,threshold,max_jitter,0.8512350637627172
limited_resources,qlearning,avg_migrations,0.043
limited_resources,qlearning,total_migrations,43
limited_resources,qlearning,avg_latency,12.36915810056628
limited_resources,qlearning,avg_jitter,0.3255337279884344
limited_resources,qlearning,avg_cpu,0.6924678283386986
limited_resources,qlearning,avg_ram,0.7054356248017165
limited_resources,qlearning,avg_energy,815.4806970032191
limited_resources,qlearning,max_latency,15.646368747387237
limited_resources,qlearning,max_jitter,1.0611951586280772
limited_resources,hybrid,avg_migrations,0.022
limited_resources,hybrid,total_migrations,22
limited_resources,hybrid,avg_latency,11.90185890027118
limited_resources,hybrid,avg_jitter,0.3089622885090341
limited_resources,hybrid,avg_cpu,0.6924678283386986
limited_resources,hybrid,avg_ram,0.7054356248017165
limited_resources,hybrid,avg_energy,815.4806970032191
limited_resources,hybrid,max_latency,15.646368747387237
limited_resources,hybrid,max_jitter,0.9943408906844868
limited_resources,hybrid,reactive_migrations,0
limited_resources,hybrid,proactive_migrations,22
limited_resources,threshold,avg_migrations,0.017
limited_resources,threshold,total_migrations,17
limited_resources,threshold,avg_latency,12.03294842243756
limited_resources,threshold,avg_jitter,0.3078340629713508
limited_resources,threshold,avg_cpu,0.6932782291308998
limited_resources,threshold,avg_ram,0.7060406777572337
limited_resources,threshold,avg_energy,815.9669374785398
limited_resources,threshold,max_latency,15.683426840445
limited_resources,threshold,max_jitter,0.6951577420523387
limited_resources,qlearning,avg_migrations,0.026
limited_resources,qlearning,total_migrations,26
limited_resources,qlearning,avg_latency,12.187174163637291
limited_resources,qlearning,avg_jitter,0.311890019954109
limited_resources,qlearning,avg_cpu,0.6932782291308998
limited_resources,qlearning,avg_ram,0.7060406777572337
limited_resources,qlearning,avg_energy,815.9669374785398
limited_resources,qlearning,max_latency,15.683426840445
limited_resources,qlearning,max_jitter,0.8505688960867139
limited_resources,hybrid,avg_migrations,0.026
limited_resources,hybrid,total_migrations,26
limited_resources,hybrid,avg_latency,12.294353926678765
limited_resources,hybrid,avg_jitter,0.31622474207542894
limited_resources,hybrid,avg_cpu,0.6932782291308998
limited_resources,hybrid,avg_ram,0.7060406777572337
limited_resources,hybrid,avg_energy,815.9669374785398
limited_resources,hybrid,max_latency,15.683426840445
limited_resources,hybrid,max_jitter,0.9878626791929335
limited_resources,hybrid,reactive_migrations,0
limited_resources,hybrid,proactive_migrations,26
