time,overloaded_nodes,predicted_overloads,migrations,cpu_utilization,ram_utilization,latency,jitter,energy_consumption
0,0,0,0,0.3355045569513271,0.2702081494154025,10.920800252745039,0,601.3027341707963
1,0,0,0,0.37551865081719304,0.3005186508171931,11.209281924188627,0.14424083572179391,625.3111904903159
2,0,0,0,0.367727234343711,0.29476748597871677,11.194977897089187,0.13274857630885606,620.6363406062266
3,0,0,0,0.35365671230276985,0.29372185188229216,11.055433726755334,0.11722512429615163,612.1940273816618
4,0,0,0,0.368361286013168,0.293361286013168,11.217764381477759,0.11575798675322892,621.0167716079009
5,0,0,0,0.3875057328877607,0.32909622397477234,11.316083920642685,0.1285523624700007,632.5034397326564
6,0,0,0,0.40291110767898247,0.32791110767898246,11.395310075601905,0.14625528232349502,641.7466646073894
7,0,0,0,0.349444224851927,0.2990852122119012,11.036706148150515,0.14556934649785344,609.6665349111562
8,0,0,0,0.3781844567987717,0.30318445679877176,11.202726066897913,0.13767000248128825,626.910674079263
9,0,0,0,0.41077128357211395,0.35961784481306247,11.462058192850613,0.15691868964008,646.4627701432684
10,0,0,0,0.3924762735448291,0.3382213147237919,11.319619931083441,0.1287620637070673,635.4857641268975
11,0,0,0,0.3623491376024671,0.28963456460727016,11.101040312956993,0.13535395325579327,617.4094825614802
12,0,0,0,0.4067404291266308,0.33423892865378035,11.497529246334599,0.1562992090417511,644.0442574759784
13,0,0,0,0.4261618205463581,0.3783690751268839,11.571078438499097,0.16498101351978794,655.6970923278149
14,0,0,0,0.3858999694760922,0.3483999694760922,11.272744510538292,0.16264889308728148,631.5399816856553
15,0,0,0,0.38441178002591336,0.3316040522425468,11.350911721986002,0.16295409877578695,630.647068015548
16,0,0,0,0.40418132939907814,0.36668132939907816,11.43077084829687,0.16490731975841982,642.5087976394469
17,0,0,0,0.4194192752482977,0.36421377523437826,11.519654567966334,0.14278039721464664,651.6515651489785
18,0,0,0,0.40728630519516923,0.35508709396025545,11.445744860078571,0.13204011125173823,644.3717831171016
19,0,0,0,0.41209481641616785,0.34385443465012044,11.490602618109584,0.13371115615265936,647.2568898497007
20,0,0,0,0.41910231249405333,0.3658257227731248,11.554831732271404,0.1381232908317708,651.461387496432
21,0,0,0,0.46081786118198487,0.4055679199927256,11.792795255918161,0.13241574324285452,676.4907167091909
22,0,0,0,0.411160744257032,0.3442461775896766,11.507435310448091,0.13248545256462996,646.6964465542192
23,0,0,0,0.412767763939054,0.3803982842943282,11.500626044504987,0.13003156692046738,647.6606583634325
24,0,0,0,0.44236446760393927,0.4060841247659419,11.691405457954199,0.12155478364651877,665.4186805623635
