time,overloaded_nodes,predicted_overloads,migrations,cpu_utilization,ram_utilization,latency,jitter
61,0,0,0,0.1954724877113543,0.1527362438556772,9.737695658314177,0.020736235741590354
62,0,0,0,0.19281477987727175,0.1514073899386359,9.69868799729425,0.024897767294329975
63,0,0,0,0.19518332383852494,0.1525916619192625,9.733214948045102,0.024839001235376305
64,0,0,0,0.19451579641327732,0.15225789820663868,9.726123500192786,0.025074986001658577
65,0,0,0,0.19352855654821532,0.15176427827410768,9.716639575402017,0.019441338156930024
66,0,0,0,0.19273108888628493,0.15136554444314249,9.70290107089713,0.012221640547436949
67,0,0,0,0.19395411026737652,0.15197705513368825,9.718628511553373,0.011968830013085734
68,0,0,0,0.19548800812562217,0.15274400406281108,9.743213323187796,0.013379484666304552
69,0,0,0,0.19356625118377757,0.15178312559188878,9.710541576741425,0.013818400272651774
70,0,0,0,0.19528483232844568,0.15264241616422283,9.742076009871575,0.0152064009791752
